,cluster_demografico,nombre_segmento
1052,1,Activos Operarios
1053,2,Activos Directivos
1054,1,Activos Operarios
1055,1,Activos Operarios
1056,3,Consolidados Técnicos
1057,2,Activos Directivos
1058,0,Seniors Jubilados
1059,3,Consolidados Técnicos
1060,2,Activos Directivos
1061,1,Activos Operarios
1062,2,Activos Directivos
1063,0,Seniors Jubilados
1064,3,Consolidados Técnicos
1065,3,Consolidados Técnicos
1066,2,Activos Directivos
1067,3,Consolidados Técnicos
1068,3,Consolidados Técnicos
1069,1,Activos Operarios
1070,1,Activos Operarios
1071,1,Activos Operarios
1072,2,Activos Directivos
1073,3,Consolidados Técnicos
1074,0,Seniors Jubilados
1075,1,Activos Operarios
1076,2,Activos Directivos
1077,2,Activos Directivos
1078,1,Activos Operarios
1079,1,Activos Operarios
1080,3,Consolidados Técnicos
1081,2,Activos Directivos
1082,3,Consolidados Técnicos
1083,3,Consolidados Técnicos
1084,3,Consolidados Técnicos
1085,1,Activos Operarios
1086,2,Activos Directivos
1087,1,Activos Operarios
1088,3,Consolidados Técnicos
1089,1,Activos Operarios
1090,3,Consolidados Técnicos
1091,1,Activos Operarios
1092,1,Activos Operarios
1093,3,Consolidados Técnicos
1094,1,Activos Operarios
1095,1,Activos Operarios
1096,3,Consolidados Técnicos
1097,3,Consolidados Técnicos
1098,3,Consolidados Técnicos
1099,1,Activos Operarios
1100,1,Activos Operarios
1101,1,Activos Operarios
1102,2,Activos Directivos
1103,1,Activos Operarios
1104,3,Consolidados Técnicos
1105,0,Seniors Jubilados
1106,3,Consolidados Técnicos
1107,1,Activos Operarios
1108,1,Activos Operarios
1109,3,Consolidados Técnicos
1110,1,Activos Operarios
1111,1,Activos Operarios
1112,1,Activos Operarios
1113,1,Activos Operarios
1114,2,Activos Directivos
1115,3,Consolidados Técnicos
1116,3,Consolidados Técnicos
1117,1,Activos Operarios
1118,2,Activos Directivos
1119,3,Consolidados Técnicos
1120,3,Consolidados Técnicos
1121,0,Seniors Jubilados
1122,2,Activos Directivos
1123,0,Seniors Jubilados
1124,3,Consolidados Técnicos
1125,2,Activos Directivos
1126,1,Activos Operarios
1127,2,Activos Directivos
1128,3,Consolidados Técnicos
1129,0,Seniors Jubilados
1130,0,Seniors Jubilados
1131,2,Activos Directivos
1132,1,Activos Operarios
1133,3,Consolidados Técnicos
1134,3,Consolidados Técnicos
1135,3,Consolidados Técnicos
1136,1,Activos Operarios
1137,3,Consolidados Técnicos
1138,2,Activos Directivos
1139,1,Activos Operarios
1140,0,Seniors Jubilados
1141,1,Activos Operarios
1142,0,Seniors Jubilados
1143,2,Activos Directivos
1144,3,Consolidados Técnicos
1145,3,Consolidados Técnicos
1146,2,Activos Directivos
1147,3,Consolidados Técnicos
1148,3,Consolidados Técnicos
1149,0,Seniors Jubilados
1150,1,Activos Operarios
1151,2,Activos Directivos
1152,1,Activos Operarios
1153,2,Activos Directivos
1154,2,Activos Directivos
1155,3,Consolidados Técnicos
1156,1,Activos Operarios
1157,2,Activos Directivos
1158,1,Activos Operarios
1159,0,Seniors Jubilados
1160,2,Activos Directivos
1161,2,Activos Directivos
1162,0,Seniors Jubilados
1163,1,Activos Operarios
1164,2,Activos Directivos
1165,2,Activos Directivos
1166,1,Activos Operarios
1167,1,Activos Operarios
1168,0,Seniors Jubilados
1169,2,Activos Directivos
1170,3,Consolidados Técnicos
1171,2,Activos Directivos
1172,3,Consolidados Técnicos
1173,1,Activos Operarios
1174,0,Seniors Jubilados
1175,3,Consolidados Técnicos
1176,1,Activos Operarios
1177,2,Activos Directivos
1178,1,Activos Operarios
1179,1,Activos Operarios
1180,0,Seniors Jubilados
1181,2,Activos Directivos
1182,2,Activos Directivos
1183,1,Activos Operarios
1184,1,Activos Operarios
1185,1,Activos Operarios
1186,2,Activos Directivos
1187,3,Consolidados Técnicos
1188,0,Seniors Jubilados
1189,3,Consolidados Técnicos
1190,3,Consolidados Técnicos
1191,3,Consolidados Técnicos
1192,2,Activos Directivos
1193,1,Activos Operarios
1194,2,Activos Directivos
1195,2,Activos Directivos
1196,2,Activos Directivos
1197,1,Activos Operarios
1198,2,Activos Directivos
1199,0,Seniors Jubilados
1200,2,Activos Directivos
1201,2,Activos Directivos
1202,3,Consolidados Técnicos
1203,1,Activos Operarios
1204,0,Seniors Jubilados
1205,1,Activos Operarios
1206,0,Seniors Jubilados
1207,1,Activos Operarios
1208,1,Activos Operarios
1209,2,Activos Directivos
1210,2,Activos Directivos
1211,1,Activos Operarios
1212,1,Activos Operarios
1213,1,Activos Operarios
1214,0,Seniors Jubilados
1215,1,Activos Operarios
1216,1,Activos Operarios
1217,1,Activos Operarios
1218,1,Activos Operarios
1219,3,Consolidados Técnicos
1220,2,Activos Directivos
1221,3,Consolidados Técnicos
1222,3,Consolidados Técnicos
1223,2,Activos Directivos
1224,0,Seniors Jubilados
1225,1,Activos Operarios
1226,3,Consolidados Técnicos
1227,2,Activos Directivos
1228,2,Activos Directivos
1229,0,Seniors Jubilados
1230,1,Activos Operarios
1231,3,Consolidados Técnicos
1232,2,Activos Directivos
1233,1,Activos Operarios
1234,2,Activos Directivos
1235,2,Activos Directivos
1236,0,Seniors Jubilados
1237,0,Seniors Jubilados
1238,3,Consolidados Técnicos
1239,1,Activos Operarios
1240,2,Activos Directivos
1241,3,Consolidados Técnicos
1242,2,Activos Directivos
1243,0,Seniors Jubilados
1244,0,Seniors Jubilados
1245,0,Seniors Jubilados
1246,2,Activos Directivos
1247,0,Seniors Jubilados
1248,3,Consolidados Técnicos
1249,3,Consolidados Técnicos
1250,2,Activos Directivos
1251,1,Activos Operarios
1252,2,Activos Directivos
1253,1,Activos Operarios
1254,1,Activos Operarios
1255,2,Activos Directivos
1256,3,Consolidados Técnicos
1257,1,Activos Operarios
1258,0,Seniors Jubilados
1259,0,Seniors Jubilados
1260,3,Consolidados Técnicos
1261,3,Consolidados Técnicos
1262,0,Seniors Jubilados
1263,1,Activos Operarios
1264,0,Seniors Jubilados
1265,0,Seniors Jubilados
1266,2,Activos Directivos
1267,0,Seniors Jubilados
1268,2,Activos Directivos
1269,3,Consolidados Técnicos
1270,3,Consolidados Técnicos
1271,1,Activos Operarios
1272,1,Activos Operarios
1273,0,Seniors Jubilados
1274,0,Seniors Jubilados
1275,3,Consolidados Técnicos
1276,3,Consolidados Técnicos
1277,2,Activos Directivos
1278,1,Activos Operarios
1279,2,Activos Directivos
1280,1,Activos Operarios
1281,0,Seniors Jubilados
1282,0,Seniors Jubilados
1283,1,Activos Operarios
1284,2,Activos Directivos
1285,2,Activos Directivos
1286,3,Consolidados Técnicos
1287,1,Activos Operarios
1288,1,Activos Operarios
1289,2,Activos Directivos
1290,1,Activos Operarios
1291,0,Seniors Jubilados
1292,3,Consolidados Técnicos
1293,3,Consolidados Técnicos
1294,2,Activos Directivos
1295,1,Activos Operarios
1296,1,Activos Operarios
1297,3,Consolidados Técnicos
1298,2,Activos Directivos
1299,3,Consolidados Técnicos
1300,3,Consolidados Técnicos
1301,2,Activos Directivos
1302,3,Consolidados Técnicos
1303,3,Consolidados Técnicos
1304,0,Seniors Jubilados
1305,2,Activos Directivos
1306,1,Activos Operarios
1307,3,Consolidados Técnicos
1308,1,Activos Operarios
1309,2,Activos Directivos
1310,1,Activos Operarios
1311,1,Activos Operarios
1312,0,Seniors Jubilados
1313,0,Seniors Jubilados
1314,2,Activos Directivos
1315,0,Seniors Jubilados
1316,2,Activos Directivos
1317,1,Activos Operarios
1318,0,Seniors Jubilados
1319,2,Activos Directivos
1320,0,Seniors Jubilados
1321,2,Activos Directivos
1322,2,Activos Directivos
1323,1,Activos Operarios
1324,1,Activos Operarios
1325,2,Activos Directivos
1326,0,Seniors Jubilados
1327,1,Activos Operarios
1328,2,Activos Directivos
1329,1,Activos Operarios
1330,2,Activos Directivos
1331,1,Activos Operarios
1332,2,Activos Directivos
1333,2,Activos Directivos
1334,2,Activos Directivos
1335,0,Seniors Jubilados
1336,2,Activos Directivos
1337,0,Seniors Jubilados
1338,3,Consolidados Técnicos
1339,1,Activos Operarios
1340,0,Seniors Jubilados
1341,1,Activos Operarios
1342,2,Activos Directivos
1343,0,Seniors Jubilados
1344,2,Activos Directivos
1345,1,Activos Operarios
1346,1,Activos Operarios
1347,3,Consolidados Técnicos
1348,2,Activos Directivos
1349,0,Seniors Jubilados
1350,2,Activos Directivos
1351,3,Consolidados Técnicos
1352,0,Seniors Jubilados
1353,2,Activos Directivos
1354,1,Activos Operarios
1355,3,Consolidados Técnicos
1356,2,Activos Directivos
1357,2,Activos Directivos
1358,1,Activos Operarios
1359,2,Activos Directivos
1360,2,Activos Directivos
1361,1,Activos Operarios
1362,2,Activos Directivos
1363,0,Seniors Jubilados
1364,1,Activos Operarios
1365,2,Activos Directivos
1366,1,Activos Operarios
1367,1,Activos Operarios
1368,3,Consolidados Técnicos
1369,2,Activos Directivos
1370,2,Activos Directivos
1371,0,Seniors Jubilados
1372,2,Activos Directivos
1373,0,Seniors Jubilados
1374,1,Activos Operarios
1375,2,Activos Directivos
1376,1,Activos Operarios
1377,2,Activos Directivos
1378,1,Activos Operarios
1379,3,Consolidados Técnicos
1380,0,Seniors Jubilados
1381,2,Activos Directivos
1382,0,Seniors Jubilados
1383,3,Consolidados Técnicos
1384,0,Seniors Jubilados
1385,1,Activos Operarios
1386,1,Activos Operarios
1387,1,Activos Operarios
1388,0,Seniors Jubilados
1389,2,Activos Directivos
1390,1,Activos Operarios
1391,1,Activos Operarios
1392,1,Activos Operarios
1393,2,Activos Directivos
1394,1,Activos Operarios
1395,0,Seniors Jubilados
1396,2,Activos Directivos
1397,1,Activos Operarios
1398,2,Activos Directivos
1399,3,Consolidados Técnicos
1400,3,Consolidados Técnicos
1401,0,Seniors Jubilados
1402,3,Consolidados Técnicos
1403,1,Activos Operarios
1404,3,Consolidados Técnicos
1405,0,Seniors Jubilados
1406,3,Consolidados Técnicos
1407,0,Seniors Jubilados
1408,1,Activos Operarios
1409,2,Activos Directivos
1410,3,Consolidados Técnicos
1411,2,Activos Directivos
1412,2,Activos Directivos
1413,3,Consolidados Técnicos
1414,1,Activos Operarios
1415,1,Activos Operarios
1416,3,Consolidados Técnicos
1417,3,Consolidados Técnicos
1418,1,Activos Operarios
1419,0,Seniors Jubilados
1420,1,Activos Operarios
1421,1,Activos Operarios
1422,0,Seniors Jubilados
1423,3,Consolidados Técnicos
1424,1,Activos Operarios
1425,0,Seniors Jubilados
1426,0,Seniors Jubilados
1427,2,Activos Directivos
1428,1,Activos Operarios
1429,2,Activos Directivos
1430,1,Activos Operarios
1431,1,Activos Operarios
1432,1,Activos Operarios
1433,1,Activos Operarios
1434,1,Activos Operarios
1435,1,Activos Operarios
1436,2,Activos Directivos
1437,1,Activos Operarios
1438,1,Activos Operarios
1439,2,Activos Directivos
1440,1,Activos Operarios
1441,3,Consolidados Técnicos
1442,1,Activos Operarios
1443,2,Activos Directivos
1444,2,Activos Directivos
1445,0,Seniors Jubilados
1446,1,Activos Operarios
1447,2,Activos Directivos
1448,1,Activos Operarios
1449,2,Activos Directivos
1450,3,Consolidados Técnicos
1451,1,Activos Operarios
1452,1,Activos Operarios
1453,3,Consolidados Técnicos
1454,3,Consolidados Técnicos
1455,2,Activos Directivos
1456,2,Activos Directivos
1457,1,Activos Operarios
1458,1,Activos Operarios
1459,2,Activos Directivos
1460,2,Activos Directivos
1461,2,Activos Directivos
1462,2,Activos Directivos
1463,1,Activos Operarios
1464,1,Activos Operarios
1465,1,Activos Operarios
1466,1,Activos Operarios
1467,3,Consolidados Técnicos
1468,0,Seniors Jubilados
1469,0,Seniors Jubilados
1470,3,Consolidados Técnicos
1471,2,Activos Directivos
1472,0,Seniors Jubilados
1473,0,Seniors Jubilados
1474,2,Activos Directivos
1475,1,Activos Operarios
1476,1,Activos Operarios
1477,0,Seniors Jubilados
1478,3,Consolidados Técnicos
1479,0,Seniors Jubilados
1480,1,Activos Operarios
1481,3,Consolidados Técnicos
1482,1,Activos Operarios
1483,0,Seniors Jubilados
1484,0,Seniors Jubilados
1485,1,Activos Operarios
1486,1,Activos Operarios
1487,0,Seniors Jubilados
1488,1,Activos Operarios
1489,1,Activos Operarios
1490,2,Activos Directivos
1491,0,Seniors Jubilados
1492,3,Consolidados Técnicos
1493,2,Activos Directivos
1494,2,Activos Directivos
1495,1,Activos Operarios
1496,3,Consolidados Técnicos
1497,3,Consolidados Técnicos
1498,3,Consolidados Técnicos
1499,3,Consolidados Técnicos
1500,3,Consolidados Técnicos
1501,1,Activos Operarios
1502,3,Consolidados Técnicos
1503,2,Activos Directivos
1504,1,Activos Operarios
1505,2,Activos Directivos
1506,3,Consolidados Técnicos
1507,2,Activos Directivos
1508,3,Consolidados Técnicos
1509,2,Activos Directivos
1510,1,Activos Operarios
1511,2,Activos Directivos
1512,1,Activos Operarios
1513,3,Consolidados Técnicos
1514,3,Consolidados Técnicos
1515,1,Activos Operarios
1516,1,Activos Operarios
1517,2,Activos Directivos
1518,1,Activos Operarios
1519,0,Seniors Jubilados
1520,1,Activos Operarios
1521,2,Activos Directivos
1522,0,Seniors Jubilados
1523,2,Activos Directivos
1524,1,Activos Operarios
1525,2,Activos Directivos
1526,1,Activos Operarios
1527,2,Activos Directivos
1528,2,Activos Directivos
1529,2,Activos Directivos
1530,1,Activos Operarios
1531,1,Activos Operarios
1532,2,Activos Directivos
1533,1,Activos Operarios
1534,1,Activos Operarios
1535,2,Activos Directivos
1536,3,Consolidados Técnicos
1537,0,Seniors Jubilados
1538,3,Consolidados Técnicos
1539,3,Consolidados Técnicos
1540,3,Consolidados Técnicos
1541,3,Consolidados Técnicos
1542,3,Consolidados Técnicos
1543,1,Activos Operarios
1544,1,Activos Operarios
1545,1,Activos Operarios
1546,2,Activos Directivos
1547,3,Consolidados Técnicos
1548,3,Consolidados Técnicos
1549,3,Consolidados Técnicos
1550,1,Activos Operarios
1551,0,Seniors Jubilados
1552,0,Seniors Jubilados
1553,3,Consolidados Técnicos
1554,0,Seniors Jubilados
1555,3,Consolidados Técnicos
1556,2,Activos Directivos
1557,2,Activos Directivos
1558,0,Seniors Jubilados
1559,1,Activos Operarios
1560,3,Consolidados Técnicos
1561,0,Seniors Jubilados
1562,2,Activos Directivos
1563,1,Activos Operarios
1564,3,Consolidados Técnicos
1565,0,Seniors Jubilados
1566,1,Activos Operarios
1567,0,Seniors Jubilados
1568,2,Activos Directivos
1569,3,Consolidados Técnicos
1570,2,Activos Directivos
1571,1,Activos Operarios
1572,1,Activos Operarios
1573,1,Activos Operarios
1574,3,Consolidados Técnicos
1575,2,Activos Directivos
1576,1,Activos Operarios
1577,1,Activos Operarios
1578,2,Activos Directivos
1579,1,Activos Operarios
1580,1,Activos Operarios
1581,0,Seniors Jubilados
1582,0,Seniors Jubilados
1583,0,Seniors Jubilados
1584,0,Seniors Jubilados
1585,2,Activos Directivos
1586,0,Seniors Jubilados
1587,0,Seniors Jubilados
1588,1,Activos Operarios
1589,1,Activos Operarios
1590,1,Activos Operarios
1591,0,Seniors Jubilados
1592,3,Consolidados Técnicos
1593,1,Activos Operarios
1594,2,Activos Directivos
1595,2,Activos Directivos
1596,3,Consolidados Técnicos
1597,1,Activos Operarios
1598,3,Consolidados Técnicos
1599,3,Consolidados Técnicos
1600,2,Activos Directivos
1601,2,Activos Directivos
1602,0,Seniors Jubilados
1603,0,Seniors Jubilados
1604,0,Seniors Jubilados
1605,3,Consolidados Técnicos
1606,2,Activos Directivos
1607,1,Activos Operarios
1608,1,Activos Operarios
1609,3,Consolidados Técnicos
1610,2,Activos Directivos
1611,2,Activos Directivos
1612,2,Activos Directivos
1613,0,Seniors Jubilados
1614,2,Activos Directivos
1615,0,Seniors Jubilados
1616,0,Seniors Jubilados
1617,1,Activos Operarios
1618,1,Activos Operarios
1619,3,Consolidados Técnicos
1620,1,Activos Operarios
1621,1,Activos Operarios
1622,3,Consolidados Técnicos
1623,0,Seniors Jubilados
1624,1,Activos Operarios
1625,2,Activos Directivos
1626,0,Seniors Jubilados
1627,2,Activos Directivos
1628,1,Activos Operarios
1629,0,Seniors Jubilados
1630,2,Activos Directivos
1631,0,Seniors Jubilados
1632,0,Seniors Jubilados
1633,0,Seniors Jubilados
1634,3,Consolidados Técnicos
1635,1,Activos Operarios
1636,1,Activos Operarios
1637,1,Activos Operarios
1638,1,Activos Operarios
1639,3,Consolidados Técnicos
1640,2,Activos Directivos
1641,1,Activos Operarios
1642,3,Consolidados Técnicos
1643,0,Seniors Jubilados
1644,3,Consolidados Técnicos
1645,3,Consolidados Técnicos
1646,3,Consolidados Técnicos
1647,2,Activos Directivos
1648,1,Activos Operarios
1649,2,Activos Directivos
1650,0,Seniors Jubilados
1651,2,Activos Directivos
1652,0,Seniors Jubilados
1653,3,Consolidados Técnicos
1654,2,Activos Directivos
1655,1,Activos Operarios
1656,1,Activos Operarios
1657,3,Consolidados Técnicos
1658,2,Activos Directivos
1659,1,Activos Operarios
1660,3,Consolidados Técnicos
1661,1,Activos Operarios
1662,0,Seniors Jubilados
1663,0,Seniors Jubilados
1664,3,Consolidados Técnicos
1665,3,Consolidados Técnicos
1666,2,Activos Directivos
1667,3,Consolidados Técnicos
1668,0,Seniors Jubilados
1669,3,Consolidados Técnicos
1670,3,Consolidados Técnicos
1671,2,Activos Directivos
1672,1,Activos Operarios
1673,1,Activos Operarios
1674,3,Consolidados Técnicos
1675,1,Activos Operarios
1676,1,Activos Operarios
1677,2,Activos Directivos
1678,3,Consolidados Técnicos
1679,2,Activos Directivos
1680,0,Seniors Jubilados
1681,2,Activos Directivos
1682,2,Activos Directivos
1683,2,Activos Directivos
1684,2,Activos Directivos
1685,2,Activos Directivos
1686,2,Activos Directivos
1687,1,Activos Operarios
1688,2,Activos Directivos
1689,2,Activos Directivos
1690,3,Consolidados Técnicos
1691,3,Consolidados Técnicos
1692,2,Activos Directivos
1693,1,Activos Operarios
1694,1,Activos Operarios
1695,1,Activos Operarios
1696,2,Activos Directivos
1697,1,Activos Operarios
1698,3,Consolidados Técnicos
1699,1,Activos Operarios
1700,1,Activos Operarios
1701,2,Activos Directivos
1702,3,Consolidados Técnicos
1703,2,Activos Directivos
1704,2,Activos Directivos
1705,1,Activos Operarios
1706,2,Activos Directivos
1707,1,Activos Operarios
1708,1,Activos Operarios
1709,1,Activos Operarios
1710,2,Activos Directivos
1711,1,Activos Operarios
1712,2,Activos Directivos
1713,2,Activos Directivos
1714,3,Consolidados Técnicos
1715,2,Activos Directivos
1716,3,Consolidados Técnicos
1717,3,Consolidados Técnicos
1718,1,Activos Operarios
1719,2,Activos Directivos
1720,2,Activos Directivos
1721,1,Activos Operarios
1722,2,Activos Directivos
1723,3,Consolidados Técnicos
1724,3,Consolidados Técnicos
1725,2,Activos Directivos
