id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,housing_score,loan_score,vinculacion,productos_detalle,education_rank,education_label,job_profile,week_of_month,campaign_group,segment,segment_label
113,32.0,technician,married,secondary,no,791,yes,no,unknown,21,May,783,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
114,36.0,management,married,tertiary,no,849,yes,yes,unknown,21,May,958,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,1,3,Hipoteca + Préstamo + Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_2,Profesionales estudios superiores
115,30.0,blue-collar,single,secondary,yes,239,yes,no,unknown,21,May,412,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,3,0-3,Cluster_1,Trabajadores técnicos
116,37.0,technician,single,secondary,no,1211,yes,no,unknown,21,May,795,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
117,36.0,blue-collar,married,primary,no,599,yes,no,unknown,21,May,649,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
118,31.0,management,single,tertiary,no,825,yes,no,unknown,21,May,506,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
119,27.0,technician,married,secondary,no,2183,yes,yes,unknown,21,May,857,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,1,3,Hipoteca + Préstamo + Depósito,2.0,Secondary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
120,34.0,retired,married,primary,no,4499,no,no,unknown,21,May,1373,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,1.0,Primary,Retired,3,0-3,Retired,Jubilados
121,30.0,technician,single,tertiary,no,1289,yes,no,unknown,21,May,1373,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
122,32.0,technician,single,tertiary,no,4665,yes,no,unknown,21,May,860,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
123,37.0,technician,single,secondary,no,3326,yes,no,unknown,21,May,799,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
124,32.0,blue-collar,married,secondary,no,783,yes,no,unknown,21,May,923,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
125,33.0,blue-collar,married,secondary,no,0,yes,no,unknown,21,May,521,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
126,35.0,blue-collar,married,primary,no,994,yes,no,unknown,23,May,1349,8,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,4,4-10,Cluster_3,Jovenes en consolidación
127,35.0,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,May,736,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,Self-Employed,4,0-3,Cluster_2,Profesionales estudios superiores
128,30.0,blue-collar,single,secondary,no,239,yes,no,unknown,23,May,785,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_1,Trabajadores técnicos
129,45.0,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,May,1030,1,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,4,0-3,Cluster_3,Jovenes en consolidación
130,45.0,admin.,married,secondary,no,149,yes,no,unknown,23,May,893,3,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,4,0-3,Cluster_3,Jovenes en consolidación
131,33.0,blue-collar,married,secondary,no,1464,yes,no,unknown,23,May,588,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_3,Jovenes en consolidación
132,44.0,management,divorced,tertiary,no,5773,no,no,unknown,23,May,597,6,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,4,4-10,Cluster_2,Profesionales estudios superiores
133,40.0,blue-collar,married,primary,no,278,yes,no,unknown,23,May,1015,3,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,4,0-3,Cluster_3,Jovenes en consolidación
134,31.0,blue-collar,married,secondary,no,2910,yes,no,unknown,23,May,1373,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_1,Trabajadores técnicos
135,30.0,technician,married,tertiary,no,541,yes,no,unknown,26,May,414,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_2,Profesionales estudios superiores
136,44.0,technician,divorced,secondary,no,1262,yes,no,unknown,26,May,788,10,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,4,4-10,Cluster_3,Jovenes en consolidación
137,34.0,services,married,secondary,no,-538,yes,no,unknown,26,May,682,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_3,Jovenes en consolidación
138,37.0,blue-collar,married,secondary,no,125,no,no,unknown,26,May,679,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_3,Jovenes en consolidación
139,28.0,self-employed,single,tertiary,no,0,yes,no,unknown,26,May,1373,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,Self-Employed,4,0-3,Cluster_1,Trabajadores técnicos
140,32.0,admin.,single,secondary,no,620,yes,no,unknown,26,May,1234,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
141,37.0,blue-collar,divorced,secondary,no,316,yes,no,unknown,26,May,642,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_3,Jovenes en consolidación
142,34.0,management,married,tertiary,no,2287,yes,no,unknown,26,May,895,4,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,4,4-10,Cluster_2,Profesionales estudios superiores
143,38.0,admin.,divorced,secondary,no,198,yes,no,unknown,26,May,431,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,4,0-3,Cluster_2,Profesionales estudios superiores
144,28.0,admin.,single,secondary,no,460,yes,no,unknown,26,May,741,6,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,4,4-10,Cluster_1,Trabajadores técnicos
145,31.0,management,divorced,tertiary,no,1145,yes,no,unknown,26,May,1272,4,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,4,4-10,Cluster_2,Profesionales estudios superiores
146,59.0,services,married,secondary,no,-22,yes,no,unknown,26,May,748,3,-1,0,unknown,1,1,0,Mediana edad (55-64),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_0,Adultos consolidados
147,24.0,blue-collar,married,secondary,no,685,yes,no,unknown,26,May,896,3,-1,0,unknown,1,1,0,Jovenes (18-24),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_1,Trabajadores técnicos
148,26.0,services,single,secondary,no,901,yes,no,unknown,26,May,764,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_1,Trabajadores técnicos
149,59.0,retired,single,secondary,no,351,yes,no,unknown,27,May,1063,5,-1,0,unknown,1,1,0,Mediana edad (55-64),1,0,2,Hipoteca + Depósito,2.0,Secondary,Retired,4,4-10,Retired,Jubilados
150,30.0,entrepreneur,single,primary,no,0,yes,yes,unknown,27,May,1051,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,1,3,Hipoteca + Préstamo + Depósito,1.0,Primary,Self-Employed,4,0-3,Cluster_1,Trabajadores técnicos
151,37.0,admin.,married,secondary,no,274,yes,no,unknown,27,May,731,3,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,4,0-3,Cluster_2,Profesionales estudios superiores
152,30.0,admin.,single,secondary,no,-213,yes,yes,unknown,27,May,751,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,1,3,Hipoteca + Préstamo + Depósito,2.0,Secondary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
153,25.0,blue-collar,married,secondary,no,97,yes,no,unknown,27,May,709,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_1,Trabajadores técnicos
154,44.0,services,divorced,secondary,no,51,yes,yes,unknown,27,May,1373,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,1,3,Hipoteca + Préstamo + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_3,Jovenes en consolidación
155,29.0,management,married,tertiary,no,314,no,no,unknown,28,May,938,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_2,Profesionales estudios superiores
156,26.0,management,single,tertiary,no,6840,yes,no,unknown,28,May,1373,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
157,26.0,technician,single,secondary,no,668,yes,no,unknown,28,May,576,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
158,27.0,services,single,secondary,no,54,yes,no,unknown,28,May,543,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_1,Trabajadores técnicos
159,25.0,self-employed,single,secondary,no,1242,yes,no,unknown,28,May,615,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Self-Employed,4,0-3,Cluster_1,Trabajadores técnicos
160,28.0,management,married,secondary,no,292,yes,no,unknown,28,May,507,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
161,23.0,services,single,secondary,no,665,yes,no,unknown,28,May,1183,1,-1,0,unknown,1,1,0,Jovenes (18-24),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_1,Trabajadores técnicos
162,34.0,management,single,tertiary,no,1058,yes,no,unknown,28,May,864,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_2,Profesionales estudios superiores
163,28.0,student,single,secondary,no,949,yes,no,unknown,28,May,1373,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Student,4,0-3,Student,Estudiantes
164,51.0,entrepreneur,married,unknown,no,606,yes,no,unknown,28,May,560,9,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,,Unknown,Self-Employed,4,4-10,Cluster_0,Adultos consolidados
165,35.0,blue-collar,married,secondary,no,0,yes,yes,unknown,29,May,543,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,1,3,Hipoteca + Préstamo + Depósito,2.0,Secondary,Blue Collar,5,0-3,Cluster_3,Jovenes en consolidación
166,35.0,admin.,married,secondary,no,404,yes,no,unknown,29,May,539,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
167,56.0,blue-collar,married,secondary,no,249,yes,no,unknown,29,May,791,2,-1,0,unknown,1,1,0,Mediana edad (55-64),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,5,0-3,Cluster_0,Adultos consolidados
168,45.0,unemployed,divorced,secondary,no,3354,yes,no,unknown,29,May,746,1,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,2.0,Secondary,Unemployed,5,0-3,Cluster_3,Jovenes en consolidación
169,60.0,blue-collar,divorced,secondary,no,0,yes,no,unknown,29,May,1207,1,-1,0,unknown,1,1,0,Mediana edad (55-64),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,5,0-3,Cluster_0,Adultos consolidados
170,56.0,technician,married,secondary,no,589,yes,no,unknown,29,May,535,2,-1,0,unknown,1,1,0,Mediana edad (55-64),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,5,0-3,Cluster_0,Adultos consolidados
171,27.0,management,single,tertiary,no,12956,yes,no,unknown,29,May,789,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,5,0-3,Cluster_1,Trabajadores técnicos
172,30.0,admin.,married,secondary,no,873,yes,no,unknown,29,May,792,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,5,0-3,Cluster_1,Trabajadores técnicos
173,45.0,blue-collar,divorced,primary,no,594,yes,no,unknown,29,May,833,2,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,5,0-3,Cluster_3,Jovenes en consolidación
174,29.0,blue-collar,single,secondary,no,-20,yes,no,unknown,29,May,814,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,5,0-3,Cluster_1,Trabajadores técnicos
175,38.0,management,divorced,tertiary,no,4692,yes,no,unknown,29,May,1363,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
176,30.0,blue-collar,married,secondary,no,486,yes,no,unknown,29,May,1109,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,5,0-3,Cluster_1,Trabajadores técnicos
177,44.0,blue-collar,single,primary,no,1593,yes,no,unknown,29,May,828,3,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,5,0-3,Cluster_3,Jovenes en consolidación
178,36.0,management,single,tertiary,no,7606,yes,no,unknown,30,May,917,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
179,38.0,technician,married,secondary,no,226,yes,no,unknown,30,May,762,3,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
180,36.0,blue-collar,single,secondary,no,366,yes,yes,unknown,30,May,1133,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,1,3,Hipoteca + Préstamo + Depósito,2.0,Secondary,Blue Collar,5,0-3,Cluster_3,Jovenes en consolidación
181,37.0,management,divorced,secondary,no,16,yes,no,unknown,30,May,638,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
182,35.0,management,single,tertiary,no,565,yes,no,unknown,30,May,763,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
183,38.0,admin.,divorced,secondary,no,19,yes,no,unknown,30,May,604,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
184,40.0,services,married,primary,no,1082,yes,no,unknown,30,May,854,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,5,0-3,Cluster_3,Jovenes en consolidación
185,42.0,unemployed,divorced,secondary,no,1713,yes,no,unknown,30,May,855,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,Unemployed,5,0-3,Cluster_3,Jovenes en consolidación
186,46.0,management,divorced,tertiary,no,14481,yes,no,unknown,30,May,1269,1,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
187,35.0,technician,divorced,secondary,no,5724,yes,no,unknown,30,May,691,10,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,5,4-10,Cluster_1,Trabajadores técnicos
188,34.0,technician,divorced,secondary,no,1451,yes,no,unknown,30,May,1097,10,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,5,4-10,Cluster_1,Trabajadores técnicos
189,32.0,services,married,secondary,no,-34,yes,no,unknown,30,May,1236,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,5,0-3,Cluster_3,Jovenes en consolidación
190,50.0,unemployed,married,secondary,no,3674,yes,no,unknown,30,May,886,3,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,2.0,Secondary,Unemployed,5,0-3,Cluster_0,Adultos consolidados
191,35.0,blue-collar,married,secondary,no,698,yes,yes,unknown,30,May,1343,3,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,1,3,Hipoteca + Préstamo + Depósito,2.0,Secondary,Blue Collar,5,0-3,Cluster_3,Jovenes en consolidación
192,36.0,technician,single,secondary,no,4136,yes,no,unknown,30,May,812,3,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,5,0-3,Cluster_1,Trabajadores técnicos
193,53.0,blue-collar,divorced,primary,no,2656,yes,no,unknown,30,May,1373,2,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,5,0-3,Cluster_0,Adultos consolidados
194,46.0,management,single,tertiary,no,2904,yes,no,unknown,30,May,984,2,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
195,26.0,management,single,tertiary,no,1004,yes,no,unknown,30,May,228,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,5,0-3,Cluster_1,Trabajadores técnicos
196,45.0,technician,single,secondary,no,410,yes,no,unknown,30,May,891,4,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,5,4-10,Cluster_3,Jovenes en consolidación
197,31.0,unemployed,divorced,primary,no,0,yes,no,unknown,30,May,745,10,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,1.0,Primary,Unemployed,5,4-10,Cluster_1,Trabajadores técnicos
198,29.0,management,single,tertiary,no,0,yes,no,unknown,30,May,539,10,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,5,4-10,Cluster_1,Trabajadores técnicos
199,53.0,entrepreneur,single,secondary,no,62,yes,no,unknown,30,May,1044,5,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,2.0,Secondary,Self-Employed,5,4-10,Cluster_0,Adultos consolidados
200,27.0,blue-collar,married,primary,no,416,yes,no,unknown,30,May,1193,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,5,0-3,Cluster_1,Trabajadores técnicos
201,39.0,management,married,tertiary,no,2763,yes,no,unknown,2,June,526,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
202,36.0,services,married,secondary,no,2984,yes,no,unknown,2,June,394,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
203,41.0,blue-collar,married,primary,no,143,yes,yes,unknown,2,June,659,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,1,3,Hipoteca + Préstamo + Depósito,1.0,Primary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
204,36.0,services,married,primary,no,0,yes,no,unknown,2,June,1036,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
205,32.0,technician,married,secondary,no,696,yes,no,unknown,2,June,815,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,1,0-3,Cluster_1,Trabajadores técnicos
206,35.0,services,married,secondary,no,152,yes,no,unknown,2,June,563,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
207,36.0,management,single,tertiary,no,-78,yes,no,unknown,2,June,1068,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
208,35.0,management,married,tertiary,no,867,yes,no,unknown,2,June,230,3,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
209,30.0,blue-collar,single,secondary,no,953,yes,no,unknown,2,June,747,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,1,0-3,Cluster_1,Trabajadores técnicos
210,42.0,blue-collar,married,secondary,no,443,yes,no,unknown,2,June,671,5,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,1,4-10,Cluster_3,Jovenes en consolidación
211,42.0,technician,single,secondary,yes,-1129,yes,no,unknown,2,June,555,5,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,1,4-10,Cluster_3,Jovenes en consolidación
212,32.0,blue-collar,married,primary,no,415,yes,no,unknown,2,June,777,4,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,1,4-10,Cluster_2,Profesionales estudios superiores
213,29.0,blue-collar,single,secondary,no,260,yes,no,unknown,2,June,707,10,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,1,4-10,Cluster_1,Trabajadores técnicos
