id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,default_score,housing_score,loan_score,financial_burden,financial_burden_label,education_rank,education_label,job_profile
217,40.0,self-employed,married,secondary,yes,-754,yes,yes,unknown,3,jun,941,3,-1,0,unknown,1,1,0,Adult (36-50),1,1,1,3,High burden,2.0,Secondary,Self-Employed
219,27.0,management,single,secondary,no,178,yes,no,unknown,3,jun,732,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
220,37.0,services,single,secondary,no,278,yes,no,unknown,3,jun,1045,3,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
221,23.0,services,single,secondary,no,425,yes,no,unknown,3,jun,768,1,-1,0,unknown,1,1,0,Young (18-25),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
222,25.0,management,married,primary,no,168,yes,no,unknown,3,jun,801,1,-1,0,unknown,1,1,0,Young (18-25),0,1,0,1,Low burden,1.0,Primary,White Collar
223,26.0,blue-collar,single,secondary,yes,-36,yes,no,unknown,3,jun,482,2,-1,0,unknown,1,1,0,Young Adult (26-35),1,1,0,2,Medium burden,2.0,Secondary,Blue Collar
227,45.0,management,divorced,secondary,no,644,yes,no,unknown,4,jun,633,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
229,29.0,services,single,secondary,no,-271,yes,no,unknown,4,jun,578,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
230,38.0,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,984,2,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
231,23.0,blue-collar,single,secondary,no,492,yes,no,unknown,4,jun,638,1,-1,0,unknown,1,1,0,Young (18-25),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
232,27.0,management,single,tertiary,no,99,yes,no,unknown,4,jun,767,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
233,27.0,management,single,tertiary,yes,-713,yes,no,unknown,4,jun,525,2,-1,0,unknown,1,1,0,Young Adult (26-35),1,1,0,2,Medium burden,3.0,Tertiary,White Collar
234,29.0,services,single,secondary,no,32,yes,no,unknown,4,jun,563,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
236,36.0,blue-collar,married,primary,no,403,yes,no,unknown,4,jun,920,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
237,35.0,admin.,divorced,secondary,no,437,yes,no,unknown,4,jun,908,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
238,36.0,blue-collar,married,secondary,no,1772,no,no,unknown,5,jun,208,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
239,59.0,retired,divorced,primary,no,-88,yes,no,unknown,5,jun,910,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,1.0,Primary,Retired
243,46.0,admin.,single,secondary,no,849,yes,no,unknown,5,jun,508,2,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
244,43.0,blue-collar,single,secondary,no,318,yes,no,unknown,5,jun,736,2,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
245,27.0,management,single,tertiary,no,703,yes,no,unknown,5,jun,590,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
246,38.0,services,divorced,secondary,no,61,no,no,unknown,5,jun,636,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
247,53.0,housemaid,married,primary,no,104,no,yes,unknown,5,jun,701,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,1,1,Low burden,1.0,Primary,Blue Collar
248,47.0,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,761,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
250,41.0,housemaid,married,secondary,no,879,no,no,unknown,5,jun,1053,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
252,50.0,technician,married,secondary,no,416,yes,no,unknown,5,jun,494,5,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
253,45.0,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,1.0,Primary,Blue Collar
254,35.0,blue-collar,married,secondary,no,860,yes,no,unknown,5,jun,884,4,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
255,26.0,technician,single,secondary,no,639,yes,no,unknown,6,jun,709,5,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
257,37.0,blue-collar,married,unknown,no,1508,no,yes,unknown,6,jun,381,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,1,1,Low burden,,Unknown,Blue Collar
259,38.0,management,single,tertiary,no,619,yes,no,unknown,6,jun,460,4,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
260,37.0,services,divorced,secondary,no,319,yes,no,unknown,6,jun,467,3,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
261,53.0,technician,married,secondary,no,480,no,no,unknown,6,jun,648,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
264,28.0,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
265,55.0,blue-collar,married,unknown,no,7561,no,no,unknown,6,jun,685,3,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,,Unknown,Blue Collar
267,50.0,services,married,secondary,no,1595,no,no,unknown,9,jun,882,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
268,43.0,management,single,tertiary,no,1046,no,no,unknown,9,jun,901,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
269,58.0,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
270,38.0,technician,married,primary,no,217,yes,no,unknown,9,jun,491,6,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,White Collar
271,48.0,blue-collar,divorced,primary,no,183,no,no,unknown,9,jun,940,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,1.0,Primary,Blue Collar
273,58.0,blue-collar,married,secondary,no,25,no,no,unknown,9,jun,486,3,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Blue Collar
275,42.0,entrepreneur,married,tertiary,no,5345,no,no,unknown,11,jun,878,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
276,41.0,admin.,single,secondary,no,812,no,yes,unknown,11,jun,583,4,-1,0,unknown,1,1,0,Adult (36-50),0,0,1,1,Low burden,2.0,Secondary,White Collar
279,57.0,housemaid,married,primary,no,625,no,yes,unknown,11,jun,867,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,1,1,Low burden,1.0,Primary,Blue Collar
280,52.0,retired,married,unknown,no,293,no,no,unknown,11,jun,706,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,,Unknown,Retired
282,56.0,blue-collar,married,secondary,no,1210,no,no,unknown,11,jun,935,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Blue Collar
283,49.0,management,married,tertiary,no,64,no,no,unknown,11,jun,586,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
284,35.0,blue-collar,divorced,unknown,no,164,no,no,unknown,11,jun,967,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,,Unknown,Blue Collar
285,36.0,unemployed,married,secondary,no,1766,no,no,unknown,11,jun,595,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Unemployed/Unknown
287,55.0,blue-collar,married,secondary,no,0,no,no,unknown,12,jun,614,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Blue Collar
288,58.0,admin.,married,secondary,no,826,no,no,unknown,12,jun,885,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
289,39.0,self-employed,married,tertiary,no,2630,no,no,unknown,12,jun,651,5,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
290,47.0,housemaid,single,tertiary,no,3727,no,no,unknown,12,jun,993,6,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Blue Collar
291,40.0,management,married,secondary,no,406,yes,no,unknown,12,jun,577,2,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
295,24.0,blue-collar,single,secondary,yes,-203,yes,no,unknown,12,jun,465,3,-1,0,unknown,1,1,0,Young (18-25),1,1,0,2,Medium burden,2.0,Secondary,Blue Collar
296,49.0,blue-collar,married,primary,no,361,yes,no,unknown,16,jun,513,2,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
298,52.0,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,741,4,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,1,1,2,Medium burden,3.0,Tertiary,Retired
299,42.0,entrepreneur,single,unknown,no,323,no,no,unknown,16,jun,617,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,,Unknown,Self-Employed
304,51.0,blue-collar,married,secondary,no,33,no,yes,unknown,16,jun,721,3,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,1,1,Low burden,2.0,Secondary,Blue Collar
305,46.0,technician,married,secondary,no,536,yes,no,unknown,16,jun,750,2,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
306,37.0,management,married,tertiary,no,0,no,no,unknown,16,jun,637,6,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
308,47.0,management,married,secondary,no,2892,no,no,unknown,17,jun,556,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
309,40.0,technician,divorced,tertiary,no,0,no,no,unknown,17,jun,522,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
311,40.0,management,married,secondary,no,106,no,no,unknown,17,jun,676,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
312,39.0,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,3,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
314,39.0,self-employed,single,tertiary,no,426,no,no,unknown,18,jun,1029,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
315,51.0,services,divorced,secondary,no,9,no,no,unknown,18,jun,371,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Blue Collar
318,42.0,blue-collar,single,primary,no,4930,no,no,unknown,18,jun,973,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,1.0,Primary,Blue Collar
319,41.0,entrepreneur,married,secondary,no,707,no,no,unknown,18,jun,707,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Self-Employed
320,33.0,technician,married,secondary,no,4,yes,yes,unknown,18,jun,625,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,White Collar
322,31.0,blue-collar,married,secondary,no,671,yes,no,unknown,18,jun,704,4,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
325,55.0,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1007,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,1,1,Low burden,2.0,Secondary,Retired
327,55.0,housemaid,married,primary,no,2152,no,no,unknown,19,jun,922,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,Blue Collar
328,39.0,services,married,secondary,no,2843,yes,no,unknown,19,jun,585,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
329,40.0,entrepreneur,married,tertiary,yes,0,no,no,unknown,19,jun,952,4,-1,0,unknown,1,1,0,Adult (36-50),1,0,0,1,Low burden,3.0,Tertiary,Self-Employed
330,59.0,retired,married,primary,no,1115,no,no,unknown,19,jun,834,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,Retired
331,42.0,blue-collar,single,secondary,no,625,no,no,unknown,19,jun,651,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
332,41.0,blue-collar,married,primary,no,246,no,no,unknown,19,jun,683,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,1.0,Primary,Blue Collar
333,27.0,blue-collar,married,secondary,no,61,yes,no,unknown,19,jun,1012,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
335,43.0,unemployed,married,primary,no,519,no,no,unknown,20,jun,973,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,1.0,Primary,Unemployed/Unknown
336,44.0,services,married,secondary,no,522,no,yes,unknown,20,jun,911,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,1,1,Low burden,2.0,Secondary,Blue Collar
339,54.0,services,married,unknown,no,386,no,yes,unknown,20,jun,838,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,1,1,Low burden,,Unknown,Blue Collar
340,56.0,management,married,tertiary,no,0,no,yes,unknown,20,jun,422,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,1,1,Low burden,3.0,Tertiary,White Collar
343,47.0,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,560,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,1,1,Low burden,3.0,Tertiary,White Collar
345,40.0,blue-collar,married,secondary,no,188,yes,yes,unknown,20,jun,570,2,-1,0,unknown,1,1,0,Adult (36-50),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
346,46.0,services,divorced,secondary,no,0,no,no,unknown,20,jun,1023,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
347,43.0,blue-collar,single,secondary,no,740,yes,no,unknown,20,jun,585,2,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
348,45.0,management,married,tertiary,no,655,no,no,unknown,20,jun,693,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
350,40.0,blue-collar,married,secondary,no,1009,yes,yes,unknown,20,jun,1036,5,-1,0,unknown,1,1,0,Adult (36-50),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
352,36.0,unemployed,married,tertiary,no,4145,no,no,unknown,20,jun,988,4,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Unemployed/Unknown
353,27.0,blue-collar,single,secondary,yes,-27,no,no,unknown,23,jun,498,2,-1,0,unknown,1,1,0,Young Adult (26-35),1,0,0,1,Low burden,2.0,Secondary,Blue Collar
354,26.0,admin.,single,primary,no,-122,yes,no,unknown,23,jun,670,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,1.0,Primary,White Collar
355,43.0,management,married,tertiary,no,149,yes,no,unknown,23,jun,662,2,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
356,25.0,blue-collar,single,primary,no,52,yes,no,unknown,24,jun,528,2,-1,0,unknown,1,1,0,Young (18-25),0,1,0,1,Low burden,1.0,Primary,Blue Collar
357,27.0,blue-collar,married,tertiary,no,335,yes,no,unknown,26,jun,519,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,Blue Collar
358,30.0,technician,married,tertiary,no,526,yes,yes,unknown,26,jun,677,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,1,2,Medium burden,3.0,Tertiary,White Collar
360,27.0,blue-collar,married,primary,no,-413,no,yes,unknown,27,jun,422,6,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,1,1,Low burden,1.0,Primary,Blue Collar
361,32.0,admin.,divorced,secondary,no,-241,no,yes,unknown,27,jun,856,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,1,1,Low burden,2.0,Secondary,White Collar
364,27.0,technician,single,secondary,no,158,no,no,unknown,1,jul,650,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
365,29.0,services,single,secondary,no,84,no,yes,unknown,3,jul,587,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,1,1,Low burden,2.0,Secondary,Blue Collar
366,33.0,services,married,secondary,no,114,no,yes,unknown,3,jul,676,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,1,1,Low burden,2.0,Secondary,Blue Collar
367,36.0,technician,married,primary,no,0,no,no,unknown,4,jul,584,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,1.0,Primary,White Collar
368,28.0,blue-collar,single,secondary,no,-127,yes,no,cellular,4,jul,1044,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
369,55.0,blue-collar,married,secondary,no,49,yes,no,cellular,7,jul,494,4,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
370,51.0,technician,married,secondary,no,216,no,no,cellular,7,jul,615,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
371,39.0,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,2,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
372,42.0,blue-collar,divorced,primary,no,213,yes,no,cellular,7,jul,434,3,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
373,33.0,services,single,secondary,no,170,no,no,cellular,7,jul,782,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
374,36.0,entrepreneur,divorced,tertiary,no,776,no,yes,cellular,7,jul,722,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,1,1,Low burden,3.0,Tertiary,Self-Employed
375,45.0,technician,married,secondary,no,879,no,no,cellular,7,jul,621,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
376,37.0,self-employed,married,secondary,no,1633,no,no,cellular,7,jul,629,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Self-Employed
377,46.0,unemployed,married,secondary,no,926,no,no,cellular,7,jul,385,5,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Unemployed/Unknown
378,32.0,self-employed,single,tertiary,no,2559,no,no,cellular,7,jul,889,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
379,28.0,technician,single,secondary,no,909,no,yes,cellular,7,jul,532,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,1,1,Low burden,2.0,Secondary,White Collar
380,45.0,admin.,divorced,secondary,no,-176,no,yes,cellular,7,jul,574,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,1,1,Low burden,2.0,Secondary,White Collar
381,41.0,blue-collar,single,secondary,yes,1085,yes,yes,cellular,7,jul,599,1,-1,0,unknown,1,1,0,Adult (36-50),1,1,1,3,High burden,2.0,Secondary,Blue Collar
382,59.0,blue-collar,divorced,primary,no,1265,no,yes,cellular,7,jul,849,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,1,1,Low burden,1.0,Primary,Blue Collar
383,47.0,technician,single,secondary,no,-239,yes,yes,cellular,7,jul,973,3,-1,0,unknown,1,1,0,Adult (36-50),0,1,1,2,Medium burden,2.0,Secondary,White Collar
384,31.0,blue-collar,single,secondary,no,726,no,no,cellular,7,jul,719,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
385,31.0,management,single,tertiary,no,296,no,yes,cellular,8,jul,509,4,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,1,1,Low burden,3.0,Tertiary,White Collar
386,33.0,entrepreneur,married,secondary,no,-627,yes,yes,cellular,8,jul,740,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,Self-Employed
387,52.0,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,534,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),1,0,0,1,Low burden,3.0,Tertiary,Self-Employed
388,26.0,self-employed,single,secondary,no,551,no,no,cellular,8,jul,531,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Self-Employed
389,25.0,technician,single,secondary,no,0,no,yes,cellular,8,jul,634,1,-1,0,unknown,1,1,0,Young (18-25),0,0,1,1,Low burden,2.0,Secondary,White Collar
390,25.0,blue-collar,married,secondary,no,101,no,yes,cellular,8,jul,460,3,-1,0,unknown,1,1,0,Young (18-25),0,0,1,1,Low burden,2.0,Secondary,Blue Collar
391,28.0,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,1,1,Low burden,2.0,Secondary,Blue Collar
393,45.0,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,730,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,1,1,Low burden,3.0,Tertiary,White Collar
394,36.0,services,married,secondary,no,30,no,yes,cellular,8,jul,716,5,-1,0,unknown,1,1,0,Adult (36-50),0,0,1,1,Low burden,2.0,Secondary,Blue Collar
395,26.0,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,803,2,-1,0,unknown,1,1,0,Young Adult (26-35),1,0,1,2,Medium burden,2.0,Secondary,Blue Collar
396,38.0,technician,married,secondary,no,0,no,no,cellular,8,jul,635,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
397,56.0,blue-collar,single,secondary,no,663,no,yes,cellular,8,jul,819,3,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,1,1,Low burden,2.0,Secondary,Blue Collar
398,26.0,admin.,single,secondary,no,102,no,yes,cellular,8,jul,658,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,1,1,Low burden,2.0,Secondary,White Collar
399,26.0,technician,married,secondary,no,370,no,yes,cellular,8,jul,1061,4,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,1,1,Low burden,2.0,Secondary,White Collar
400,25.0,blue-collar,single,secondary,no,189,no,yes,cellular,8,jul,687,2,-1,0,unknown,1,1,0,Young (18-25),0,0,1,1,Low burden,2.0,Secondary,Blue Collar
401,26.0,unemployed,single,secondary,no,111,no,no,cellular,9,jul,537,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Unemployed/Unknown
402,40.0,blue-collar,married,primary,no,665,yes,no,cellular,9,jul,781,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
403,37.0,admin.,married,primary,no,214,yes,no,cellular,9,jul,645,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,White Collar
405,41.0,services,divorced,tertiary,no,1583,yes,no,cellular,9,jul,662,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,Blue Collar
406,49.0,blue-collar,married,secondary,no,0,no,yes,cellular,9,jul,625,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,1,1,Low burden,2.0,Secondary,Blue Collar
407,29.0,admin.,divorced,tertiary,yes,0,no,yes,cellular,9,jul,426,3,-1,0,unknown,1,1,0,Young Adult (26-35),1,0,1,2,Medium burden,3.0,Tertiary,White Collar
408,39.0,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
409,38.0,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,556,5,-1,0,unknown,1,1,0,Adult (36-50),1,1,1,3,High burden,3.0,Tertiary,White Collar
410,26.0,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359,5,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,1,1,Low burden,2.0,Secondary,White Collar
411,32.0,management,married,tertiary,no,794,yes,yes,cellular,9,jul,1014,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,1,2,Medium burden,3.0,Tertiary,White Collar
