id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit;age_group
246;38.0;services;divorced;secondary;no;61;no;no;unknown;5;jun;636;1;-1;0;unknown;yes;36 - 45
247;53.0;housemaid;married;primary;no;104;no;yes;unknown;5;jun;701;1;-1;0;unknown;yes;46 - 55
248;47.0;blue-collar;married;secondary;no;1996;no;no;unknown;5;jun;761;2;-1;0;unknown;yes;46 - 55
249;56.0;housemaid;divorced;primary;yes;1238;no;no;unknown;5;jun;1558;1;-1;0;unknown;yes;56 - 65
250;41.0;housemaid;married;secondary;no;879;no;no;unknown;5;jun;1053;2;-1;0;unknown;yes;36 - 45
251;29.0;self-employed;married;secondary;no;425;yes;no;unknown;5;jun;562;15;-1;0;unknown;yes;26 - 35
252;50.0;technician;married;secondary;no;416;yes;no;unknown;5;jun;494;5;-1;0;unknown;yes;46 - 55
253;45.0;blue-collar;divorced;primary;no;844;no;no;unknown;5;jun;1018;3;-1;0;unknown;yes;36 - 45
254;35.0;blue-collar;married;secondary;no;860;yes;no;unknown;5;jun;884;4;-1;0;unknown;yes;26 - 35
255;26.0;technician;single;secondary;no;639;yes;no;unknown;6;jun;709;5;-1;0;unknown;yes;26 - 35
256;26.0;administrative;married;secondary;no;710;yes;yes;unknown;6;jun;1276;2;-1;0;unknown;yes;26 - 35
257;37.0;blue-collar;married;secondary;no;1508;no;yes;unknown;6;jun;381;2;-1;0;unknown;yes;36 - 45
258;30.0;administrative;single;secondary;no;223;yes;no;unknown;6;jun;862;11;-1;0;unknown;yes;26 - 35
259;38.0;management;single;tertiary;no;619;yes;no;unknown;6;jun;460;4;-1;0;unknown;yes;36 - 45
260;37.0;services;divorced;secondary;no;319;yes;no;unknown;6;jun;467;3;-1;0;unknown;yes;36 - 45
261;53.0;technician;married;secondary;no;480;no;no;unknown;6;jun;648;2;-1;0;unknown;yes;46 - 55
262;29.0;blue-collar;single;primary;no;213;yes;no;unknown;6;jun;2653;3;-1;0;unknown;yes;26 - 35
263;35.0;management;single;tertiary;no;68;no;no;unknown;6;jun;1085;1;-1;0;unknown;yes;26 - 35
264;28.0;blue-collar;married;secondary;no;2788;yes;no;unknown;6;jun;369;2;-1;0;unknown;yes;26 - 35
265;55.0;blue-collar;married;primary;no;7561;no;no;unknown;6;jun;685;3;-1;0;unknown;yes;46 - 55
266;49.0;management;divorced;secondary;no;-46;yes;no;unknown;9;jun;1055;10;-1;0;unknown;yes;46 - 55
267;50.0;services;married;secondary;no;1595;no;no;unknown;9;jun;882;1;-1;0;unknown;yes;46 - 55
268;43.0;management;single;tertiary;no;1046;no;no;unknown;9;jun;901;1;-1;0;unknown;yes;36 - 45
269;58.0;self-employed;divorced;tertiary;no;1382;no;no;unknown;9;jun;700;1;-1;0;unknown;yes;56 - 65
270;38.0;technician;married;primary;no;217;yes;no;unknown;9;jun;491;6;-1;0;unknown;yes;36 - 45
271;48.0;blue-collar;divorced;primary;no;183;no;no;unknown;9;jun;940;1;-1;0;unknown;yes;46 - 55
272;59.0;management;married;secondary;no;1321;no;no;unknown;9;jun;3881;3;-1;0;unknown;yes;56 - 65
273;58.0;blue-collar;married;secondary;no;25;no;no;unknown;9;jun;486;3;-1;0;unknown;yes;56 - 65
274;36.0;self-employed;single;tertiary;no;4844;no;no;unknown;9;jun;1137;3;-1;0;unknown;yes;36 - 45
275;42.0;entrepreneur;married;tertiary;no;5345;no;no;unknown;11;jun;878;3;-1;0;unknown;yes;36 - 45
276;41.0;administrative;single;secondary;no;812;yes;yes;unknown;11;jun;583;4;-1;0;unknown;yes;36 - 45
277;42.0;administrative;married;secondary;no;105;no;no;unknown;11;jun;1159;4;-1;0;unknown;yes;36 - 45
278;39.0;management;married;tertiary;no;-190;no;yes;unknown;11;jun;893;8;-1;0;unknown;yes;36 - 45
279;57.0;housemaid;married;primary;no;625;no;yes;unknown;11;jun;867;1;-1;0;unknown;yes;56 - 65
280;52.0;retired;married;secondary;no;293;no;no;unknown;11;jun;706;1;-1;0;unknown;yes;46 - 55
281;59.0;retired;married;secondary;no;1033;no;no;unknown;11;jun;1199;1;-1;0;unknown;yes;56 - 65
282;56.0;blue-collar;married;secondary;no;1210;no;no;unknown;11;jun;935;1;-1;0;unknown;yes;56 - 65
283;49.0;management;married;tertiary;no;64;no;no;unknown;11;jun;586;1;-1;0;unknown;yes;46 - 55
284;35.0;blue-collar;divorced;secondary;no;164;no;no;unknown;11;jun;967;2;-1;0;unknown;yes;26 - 35
285;36.0;unemployed;married;secondary;no;1766;no;no;unknown;11;jun;595;2;-1;0;unknown;yes;36 - 45
286;40.0;administrative;single;tertiary;no;1248;no;no;unknown;11;jun;1290;2;-1;0;unknown;yes;36 - 45
287;55.0;blue-collar;married;secondary;no;0;no;no;unknown;12;jun;614;2;-1;0;unknown;yes;46 - 55
288;58.0;administrative;married;secondary;no;826;no;no;unknown;12;jun;885;1;-1;0;unknown;yes;56 - 65
289;39.0;self-employed;married;tertiary;no;2630;no;no;unknown;12;jun;651;5;-1;0;unknown;yes;36 - 45
290;47.0;housemaid;single;tertiary;no;3727;no;no;unknown;12;jun;993;6;-1;0;unknown;yes;46 - 55
291;40.0;management;married;secondary;no;406;yes;no;unknown;12;jun;577;2;-1;0;unknown;yes;36 - 45
292;35.0;blue-collar;married;tertiary;no;2999;no;no;unknown;12;jun;1141;6;-1;0;unknown;yes;26 - 35
293;48.0;blue-collar;married;secondary;no;1000;yes;no;unknown;12;jun;1268;2;-1;0;unknown;yes;46 - 55
294;48.0;management;divorced;tertiary;no;503;no;yes;unknown;12;jun;1243;7;-1;0;unknown;yes;46 - 55
295;24.0;blue-collar;single;secondary;yes;-203;yes;no;unknown;12;jun;465;3;-1;0;unknown;yes;18 - 25
296;49.0;blue-collar;married;primary;no;361;yes;no;unknown;16;jun;513;2;-1;0;unknown;yes;46 - 55
297;36.0;blue-collar;married;secondary;no;274;yes;no;unknown;16;jun;686;11;-1;0;unknown;yes;36 - 45
298;52.0;retired;divorced;tertiary;no;3687;yes;yes;unknown;16;jun;741;4;-1;0;unknown;yes;46 - 55
299;42.0;entrepreneur;single;secondary;no;323;no;no;unknown;16;jun;617;1;-1;0;unknown;yes;36 - 45
300;36.0;services;married;secondary;no;981;no;no;unknown;16;jun;1093;1;-1;0;unknown;yes;36 - 45
301;36.0;blue-collar;divorced;secondary;no;638;yes;no;unknown;16;jun;1395;2;-1;0;unknown;yes;36 - 45
302;48.0;unemployed;single;tertiary;no;3229;no;no;unknown;16;jun;1089;1;-1;0;unknown;yes;46 - 55
303;51.0;management;single;secondary;no;1610;yes;no;unknown;16;jun;1248;3;-1;0;unknown;yes;46 - 55
304;51.0;blue-collar;married;secondary;no;33;no;yes;unknown;16;jun;721;3;-1;0;unknown;yes;46 - 55
305;46.0;technician;married;secondary;no;536;yes;no;unknown;16;jun;750;2;-1;0;unknown;yes;46 - 55
306;37.0;management;married;tertiary;no;0;no;no;unknown;16;jun;637;6;-1;0;unknown;yes;36 - 45
307;36.0;entrepreneur;married;tertiary;no;3057;no;no;unknown;16;jun;2769;4;-1;0;unknown;yes;36 - 45
308;47.0;management;married;secondary;no;2892;no;no;unknown;17;jun;556;1;-1;0;unknown;yes;46 - 55
309;40.0;technician;divorced;tertiary;no;0;no;no;unknown;17;jun;522;1;-1;0;unknown;yes;36 - 45
310;38.0;student;single;tertiary;no;3316;no;no;unknown;17;jun;1345;3;-1;0;unknown;yes;36 - 45
311;40.0;management;married;secondary;no;106;no;no;unknown;17;jun;676;2;-1;0;unknown;yes;36 - 45
312;39.0;blue-collar;married;primary;no;2303;yes;no;unknown;17;jun;775;3;-1;0;unknown;yes;36 - 45
313;60.0;management;married;tertiary;no;3301;no;no;unknown;17;jun;2621;3;-1;0;unknown;yes;56 - 65
314;39.0;self-employed;single;tertiary;no;426;no;no;unknown;18;jun;1029;1;-1;0;unknown;yes;36 - 45
315;51.0;services;divorced;secondary;no;9;no;no;unknown;18;jun;371;2;-1;0;unknown;yes;46 - 55
316;27.0;administrative;married;secondary;no;-97;yes;no;unknown;18;jun;1528;2;-1;0;unknown;yes;26 - 35
317;41.0;management;single;tertiary;no;11008;no;no;unknown;18;jun;1540;1;-1;0;unknown;yes;36 - 45
318;42.0;blue-collar;single;primary;no;4930;no;no;unknown;18;jun;973;1;-1;0;unknown;yes;36 - 45
319;41.0;entrepreneur;married;secondary;no;707;no;no;unknown;18;jun;707;1;-1;0;unknown;yes;36 - 45
320;33.0;technician;married;secondary;no;4;yes;yes;unknown;18;jun;625;2;-1;0;unknown;yes;26 - 35
321;46.0;administrative;married;secondary;no;126;no;no;unknown;18;jun;1255;1;-1;0;unknown;yes;46 - 55
322;31.0;blue-collar;married;secondary;no;671;yes;no;unknown;18;jun;704;4;-1;0;unknown;yes;26 - 35
323;41.0;blue-collar;married;primary;no;219;no;yes;unknown;18;jun;1574;3;-1;0;unknown;yes;36 - 45
324;41.0;blue-collar;divorced;secondary;no;3622;no;no;unknown;19;jun;1135;4;-1;0;unknown;yes;36 - 45
325;55.0;retired;divorced;secondary;no;1580;no;yes;unknown;19;jun;1007;1;-1;0;unknown;yes;46 - 55
326;53.0;technician;married;secondary;no;1319;no;no;unknown;19;jun;1318;3;-1;0;unknown;yes;46 - 55
327;55.0;housemaid;married;primary;no;2152;no;no;unknown;19;jun;922;2;-1;0;unknown;yes;46 - 55
328;39.0;services;married;secondary;no;2843;yes;no;unknown;19;jun;585;1;-1;0;unknown;yes;36 - 45
329;40.0;entrepreneur;married;tertiary;yes;0;no;no;unknown;19;jun;952;4;-1;0;unknown;yes;36 - 45
330;59.0;retired;married;primary;no;1115;no;no;unknown;19;jun;834;1;-1;0;unknown;yes;56 - 65
331;42.0;blue-collar;single;secondary;no;625;no;no;unknown;19;jun;651;3;-1;0;unknown;yes;36 - 45
332;41.0;blue-collar;married;primary;no;246;no;no;unknown;19;jun;683;3;-1;0;unknown;yes;36 - 45
333;27.0;blue-collar;married;secondary;no;61;yes;no;unknown;19;jun;1012;1;-1;0;unknown;yes;26 - 35
334;25.0;blue-collar;single;secondary;no;-191;yes;no;unknown;19;jun;958;7;-1;0;unknown;yes;18 - 25
335;43.0;unemployed;married;primary;no;519;no;no;unknown;20;jun;973;2;-1;0;unknown;yes;36 - 45
336;44.0;services;married;secondary;no;522;no;yes;unknown;20;jun;911;1;-1;0;unknown;yes;36 - 45
337;26.0;blue-collar;single;secondary;no;-46;yes;no;unknown;20;jun;382;7;-1;0;unknown;yes;26 - 35
338;52.0;retired;married;tertiary;no;2269;no;no;unknown;20;jun;1210;1;-1;0;unknown;yes;46 - 55
339;54.0;services;married;secondary;no;386;no;yes;unknown;20;jun;838;1;-1;0;unknown;yes;46 - 55
340;56.0;management;married;tertiary;no;0;no;yes;unknown;20;jun;422;1;-1;0;unknown;yes;56 - 65
341;57.0;management;married;tertiary;no;9103;no;yes;unknown;20;jun;1098;2;-1;0;unknown;yes;56 - 65
342;29.0;blue-collar;single;secondary;no;908;yes;no;unknown;20;jun;1663;1;-1;0;unknown;yes;26 - 35
343;47.0;technician;married;tertiary;no;1694;no;yes;unknown;20;jun;560;3;-1;0;unknown;yes;46 - 55
344;57.0;management;married;tertiary;no;-92;yes;yes;unknown;20;jun;1617;1;-1;0;unknown;yes;56 - 65
345;40.0;blue-collar;married;secondary;no;188;yes;yes;unknown;20;jun;570;2;-1;0;unknown;yes;36 - 45
346;46.0;services;divorced;secondary;no;0;no;no;unknown;20;jun;1023;3;-1;0;unknown;yes;46 - 55
347;43.0;blue-collar;single;secondary;no;740;yes;no;unknown;20;jun;585;2;-1;0;unknown;yes;36 - 45
348;45.0;management;married;tertiary;no;655;no;no;unknown;20;jun;693;3;-1;0;unknown;yes;36 - 45
349;24.0;management;married;secondary;no;867;yes;no;unknown;20;jun;546;10;-1;0;unknown;yes;18 - 25
350;40.0;blue-collar;married;secondary;no;1009;yes;yes;unknown;20;jun;1036;5;-1;0;unknown;yes;36 - 45
351;38.0;services;divorced;secondary;no;6360;no;no;unknown;20;jun;1409;2;-1;0;unknown;yes;36 - 45
352;36.0;unemployed;married;tertiary;no;4145;no;no;unknown;20;jun;988;4;-1;0;unknown;yes;36 - 45
353;27.0;blue-collar;single;secondary;yes;-27;no;no;unknown;23;jun;498;2;-1;0;unknown;yes;26 - 35
354;26.0;administrative;single;primary;no;-122;yes;no;unknown;23;jun;670;3;-1;0;unknown;yes;26 - 35
355;43.0;management;married;tertiary;no;149;yes;no;unknown;23;jun;662;2;-1;0;unknown;yes;36 - 45
356;25.0;blue-collar;single;primary;no;52;yes;no;unknown;24;jun;528;2;-1;0;unknown;yes;18 - 25
357;27.0;blue-collar;married;tertiary;no;335;yes;no;unknown;26;jun;519;3;-1;0;unknown;yes;26 - 35
358;30.0;technician;married;tertiary;no;526;yes;yes;unknown;26;jun;677;3;-1;0;unknown;yes;26 - 35
359;28.0;administrative;single;secondary;no;-7;no;yes;unknown;26;jun;3183;2;-1;0;unknown;yes;26 - 35
360;27.0;blue-collar;married;primary;no;-413;no;yes;unknown;27;jun;422;6;-1;0;unknown;yes;26 - 35
361;32.0;administrative;divorced;secondary;no;-241;no;yes;unknown;27;jun;856;2;-1;0;unknown;yes;26 - 35
362;41.0;blue-collar;single;secondary;no;75;yes;no;unknown;1;jul;479;9;-1;0;unknown;yes;36 - 45
363;37.0;technician;single;tertiary;no;0;no;no;unknown;1;jul;1135;2;-1;0;unknown;yes;36 - 45
364;27.0;technician;single;secondary;no;158;no;no;unknown;1;jul;650;2;-1;0;unknown;yes;26 - 35
365;29.0;services;single;secondary;no;84;no;yes;unknown;3;jul;587;3;-1;0;unknown;yes;26 - 35
366;33.0;services;married;secondary;no;114;no;yes;unknown;3;jul;676;1;-1;0;unknown;yes;26 - 35
367;36.0;technician;married;primary;no;0;no;no;unknown;4;jul;584;1;-1;0;unknown;yes;36 - 45
368;28.0;blue-collar;single;secondary;no;-127;yes;no;cellular;4;jul;1044;3;-1;0;unknown;yes;26 - 35
369;55.0;blue-collar;married;secondary;no;49;yes;no;cellular;7;jul;494;4;-1;0;unknown;yes;46 - 55
370;51.0;technician;married;secondary;no;216;no;no;cellular;7;jul;615;2;-1;0;unknown;yes;46 - 55
371;39.0;technician;single;secondary;no;506;yes;no;cellular;7;jul;718;2;-1;0;unknown;yes;36 - 45
372;42.0;blue-collar;divorced;primary;no;213;yes;no;cellular;7;jul;434;3;-1;0;unknown;yes;36 - 45
373;33.0;services;single;secondary;no;170;no;no;cellular;7;jul;782;1;-1;0;unknown;yes;26 - 35
374;36.0;entrepreneur;divorced;tertiary;no;776;no;yes;cellular;7;jul;722;3;-1;0;unknown;yes;36 - 45
375;45.0;technician;married;secondary;no;879;no;no;cellular;7;jul;621;2;-1;0;unknown;yes;36 - 45
376;37.0;self-employed;married;secondary;no;1633;no;no;cellular;7;jul;629;2;-1;0;unknown;yes;36 - 45
377;46.0;unemployed;married;secondary;no;926;no;no;cellular;7;jul;385;5;-1;0;unknown;yes;46 - 55
378;32.0;self-employed;single;tertiary;no;2559;no;no;cellular;7;jul;889;1;-1;0;unknown;yes;26 - 35
379;28.0;technician;single;secondary;no;909;no;yes;cellular;7;jul;532;1;-1;0;unknown;yes;26 - 35
380;45.0;administrative;divorced;secondary;no;-176;no;yes;cellular;7;jul;574;1;-1;0;unknown;yes;36 - 45
381;41.0;blue-collar;single;secondary;yes;1085;yes;yes;cellular;7;jul;599;1;-1;0;unknown;yes;36 - 45
382;59.0;blue-collar;divorced;primary;no;1265;no;yes;cellular;7;jul;849;1;-1;0;unknown;yes;56 - 65
383;47.0;technician;single;secondary;no;-239;yes;yes;cellular;7;jul;973;3;-1;0;unknown;yes;46 - 55
384;31.0;blue-collar;single;secondary;no;726;no;no;cellular;7;jul;719;2;-1;0;unknown;yes;26 - 35
385;31.0;management;single;tertiary;no;296;no;yes;cellular;8;jul;509;4;-1;0;unknown;yes;26 - 35
386;33.0;entrepreneur;married;secondary;no;-627;yes;yes;cellular;8;jul;740;1;-1;0;unknown;yes;26 - 35
387;52.0;entrepreneur;married;tertiary;yes;-468;no;no;cellular;8;jul;534;1;-1;0;unknown;yes;46 - 55
388;26.0;self-employed;single;secondary;no;551;no;no;cellular;8;jul;531;1;-1;0;unknown;yes;26 - 35
389;25.0;technician;single;secondary;no;0;no;yes;cellular;8;jul;634;1;-1;0;unknown;yes;18 - 25
390;25.0;blue-collar;married;secondary;no;101;no;yes;cellular;8;jul;460;3;-1;0;unknown;yes;18 - 25
391;28.0;blue-collar;single;secondary;no;517;no;yes;cellular;8;jul;681;1;-1;0;unknown;yes;26 - 35
392;33.0;entrepreneur;divorced;tertiary;no;37;no;yes;cellular;8;jul;1082;1;-1;0;unknown;yes;26 - 35
393;45.0;management;divorced;tertiary;no;854;no;yes;cellular;8;jul;730;1;-1;0;unknown;yes;36 - 45
394;36.0;services;married;secondary;no;30;no;yes;cellular;8;jul;716;5;-1;0;unknown;yes;36 - 45
395;26.0;blue-collar;single;secondary;yes;81;no;yes;cellular;8;jul;803;2;-1;0;unknown;yes;26 - 35
396;38.0;technician;married;secondary;no;0;no;no;cellular;8;jul;635;1;-1;0;unknown;yes;36 - 45
397;56.0;blue-collar;single;secondary;no;663;no;yes;cellular;8;jul;819;3;-1;0;unknown;yes;56 - 65
398;26.0;administrative;single;secondary;no;102;no;yes;cellular;8;jul;658;2;-1;0;unknown;yes;26 - 35
399;26.0;technician;married;secondary;no;370;no;yes;cellular;8;jul;1061;4;-1;0;unknown;yes;26 - 35
400;25.0;blue-collar;single;secondary;no;189;no;yes;cellular;8;jul;687;2;-1;0;unknown;yes;18 - 25
401;26.0;unemployed;single;secondary;no;111;no;no;cellular;9;jul;537;1;-1;0;unknown;yes;26 - 35
402;40.0;blue-collar;married;primary;no;665;yes;no;cellular;9;jul;781;1;-1;0;unknown;yes;36 - 45
403;37.0;administrative;married;primary;no;214;yes;no;cellular;9;jul;645;1;-1;0;unknown;yes;36 - 45
404;43.0;blue-collar;single;primary;no;0;no;no;cellular;9;jul;1242;1;-1;0;unknown;yes;36 - 45
405;41.0;services;divorced;tertiary;no;1583;yes;no;cellular;9;jul;662;1;-1;0;unknown;yes;36 - 45
406;49.0;blue-collar;married;secondary;no;0;no;yes;cellular;9;jul;625;1;-1;0;unknown;yes;46 - 55
407;29.0;administrative;divorced;tertiary;yes;0;no;yes;cellular;9;jul;426;3;-1;0;unknown;yes;26 - 35
408;39.0;services;divorced;secondary;no;687;yes;no;cellular;9;jul;869;1;-1;0;unknown;yes;36 - 45
409;38.0;management;married;tertiary;yes;327;yes;yes;cellular;9;jul;556;5;-1;0;unknown;yes;36 - 45
410;26.0;technician;married;secondary;no;-119;no;yes;cellular;9;jul;359;5;-1;0;unknown;yes;26 - 35
411;32.0;management;married;tertiary;no;794;yes;yes;cellular;9;jul;1014;1;-1;0;unknown;yes;26 - 35
412;33.0;blue-collar;married;primary;no;-191;yes;yes;cellular;9;jul;1290;4;-1;0;unknown;yes;26 - 35
413;31.0;management;single;tertiary;no;409;no;yes;cellular;9;jul;564;5;-1;0;unknown;yes;26 - 35
414;49.0;blue-collar;married;primary;no;3;no;yes;cellular;9;jul;1439;6;-1;0;unknown;yes;46 - 55
415;27.0;unemployed;single;primary;no;9;no;yes;cellular;9;jul;919;2;-1;0;unknown;yes;26 - 35
416;30.0;blue-collar;single;secondary;no;155;yes;yes;cellular;9;jul;1426;3;-1;0;unknown;yes;26 - 35
417;35.0;blue-collar;married;secondary;no;1330;no;no;cellular;10;jul;901;1;-1;0;unknown;yes;26 - 35
418;26.0;blue-collar;single;secondary;no;-29;yes;no;cellular;10;jul;998;4;-1;0;unknown;yes;26 - 35
419;45.0;entrepreneur;married;secondary;no;3133;yes;yes;cellular;10;jul;804;1;-1;0;unknown;yes;36 - 45
420;34.0;administrative;married;secondary;no;-33;yes;yes;cellular;10;jul;961;1;-1;0;unknown;yes;26 - 35
421;28.0;administrative;single;secondary;no;-170;no;yes;cellular;10;jul;720;2;-1;0;unknown;yes;26 - 35
422;25.0;blue-collar;single;secondary;no;1243;no;yes;cellular;10;jul;1341;7;-1;0;unknown;yes;18 - 25
423;30.0;blue-collar;single;secondary;no;1598;yes;no;cellular;10;jul;634;1;-1;0;unknown;yes;26 - 35
424;30.0;services;married;secondary;no;5;no;yes;cellular;10;jul;829;5;-1;0;unknown;yes;26 - 35
425;47.0;services;married;secondary;no;367;yes;no;cellular;10;jul;476;4;-1;0;unknown;yes;46 - 55
426;57.0;administrative;divorced;secondary;no;658;no;no;cellular;10;jul;724;1;-1;0;unknown;yes;56 - 65
427;38.0;management;married;tertiary;no;1722;yes;no;cellular;10;jul;500;1;-1;0;unknown;yes;36 - 45
428;54.0;technician;married;secondary;no;-315;no;yes;cellular;10;jul;2029;1;-1;0;unknown;yes;46 - 55
429;25.0;blue-collar;single;primary;no;2483;no;no;cellular;10;jul;1499;3;-1;0;unknown;yes;18 - 25
430;30.0;blue-collar;married;secondary;no;0;yes;yes;cellular;10;jul;1399;1;-1;0;unknown;yes;26 - 35
431;26.0;management;single;tertiary;no;45;no;no;cellular;10;jul;1187;3;-1;0;unknown;yes;26 - 35
432;31.0;student;married;primary;no;46;yes;no;cellular;10;jul;487;1;-1;0;unknown;yes;26 - 35
433;29.0;blue-collar;single;secondary;no;482;no;yes;cellular;10;jul;1097;3;-1;0;unknown;yes;26 - 35
434;49.0;blue-collar;married;secondary;no;3728;yes;no;cellular;11;jul;1060;2;-1;0;unknown;yes;46 - 55
435;60.0;retired;divorced;secondary;no;1099;no;no;cellular;11;jul;764;2;-1;0;unknown;yes;56 - 65
436;60.0;management;married;tertiary;no;2222;yes;no;cellular;11;jul;1120;2;-1;0;unknown;yes;56 - 65
437;29.0;management;single;tertiary;no;983;yes;no;cellular;11;jul;963;2;-1;0;unknown;yes;26 - 35
438;55.0;management;divorced;secondary;no;204;yes;no;cellular;11;jul;1973;2;-1;0;unknown;yes;46 - 55
439;44.0;administrative;married;secondary;no;1074;yes;no;cellular;11;jul;911;2;-1;0;unknown;yes;36 - 45
440;47.0;technician;married;secondary;no;3466;yes;no;cellular;11;jul;853;2;-1;0;unknown;yes;46 - 55
441;35.0;administrative;married;secondary;no;-203;yes;no;cellular;11;jul;1649;2;-1;0;unknown;yes;26 - 35
442;35.0;entrepreneur;married;secondary;no;2436;no;yes;cellular;14;jul;1397;3;-1;0;unknown;yes;26 - 35
443;38.0;technician;married;secondary;no;976;yes;no;cellular;14;jul;766;3;-1;0;unknown;yes;36 - 45
444;34.0;entrepreneur;married;tertiary;no;146;yes;no;cellular;14;jul;788;2;-1;0;unknown;yes;26 - 35
445;50.0;technician;married;secondary;no;156;no;yes;cellular;14;jul;1130;3;-1;0;unknown;yes;46 - 55
446;43.0;administrative;married;tertiary;no;189;yes;no;cellular;14;jul;1062;4;-1;0;unknown;yes;36 - 45
447;44.0;administrative;divorced;secondary;no;163;yes;no;cellular;14;jul;1669;2;-1;0;unknown;yes;36 - 45
448;51.0;services;divorced;secondary;no;242;no;yes;cellular;14;jul;1336;4;-1;0;unknown;yes;46 - 55
449;31.0;technician;married;secondary;no;1173;yes;no;cellular;14;jul;444;3;-1;0;unknown;yes;26 - 35
450;39.0;technician;married;tertiary;no;0;yes;no;cellular;14;jul;894;7;-1;0;unknown;yes;36 - 45
451;59.0;management;married;tertiary;no;296;no;yes;cellular;15;jul;805;3;-1;0;unknown;yes;56 - 65
452;25.0;services;single;secondary;no;333;no;yes;cellular;15;jul;1056;2;-1;0;unknown;yes;18 - 25
453;58.0;management;married;tertiary;no;3864;yes;no;cellular;15;jul;815;4;-1;0;unknown;yes;56 - 65
454;30.0;entrepreneur;married;primary;no;2686;yes;no;cellular;15;jul;808;3;-1;0;unknown;yes;26 - 35
455;34.0;blue-collar;single;primary;no;-109;yes;no;cellular;15;jul;860;4;-1;0;unknown;yes;26 - 35
456;51.0;services;divorced;secondary;no;65;no;yes;cellular;15;jul;881;1;-1;0;unknown;yes;46 - 55
457;60.0;retired;married;secondary;no;597;no;no;cellular;15;jul;981;1;-1;0;unknown;yes;56 - 65
458;51.0;entrepreneur;married;secondary;no;-799;no;yes;cellular;15;jul;1001;3;-1;0;unknown;yes;46 - 55
459;37.0;management;divorced;tertiary;no;1775;no;no;cellular;15;jul;514;5;-1;0;unknown;yes;36 - 45
