id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit;age_group;age_clusters;job_cat;education_level;Cluster
179;38.0;technician;married;secondary;no;226;yes;no;unknown;30;may;762;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
180;36.0;blue-collar;single;secondary;no;366;yes;yes;unknown;30;may;1133;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
181;37.0;management;divorced;secondary;no;16;yes;no;unknown;30;may;638;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
182;35.0;management;single;tertiary;no;565;yes;no;unknown;30;may;763;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
183;38.0;administrative;divorced;secondary;no;19;yes;no;unknown;30;may;604;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
184;40.0;services;married;primary;no;1082;yes;no;unknown;30;may;854;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Primaria;0
185;42.0;unemployed;divorced;secondary;no;1713;yes;no;unknown;30;may;855;2;-1;0;unknown;yes;35-44;Generation X;desempleo;Secundaria;0
186;46.0;management;divorced;tertiary;no;14481;yes;no;unknown;30;may;1269;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
187;35.0;technician;divorced;secondary;no;5724;yes;no;unknown;30;may;691;10;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
188;34.0;technician;divorced;secondary;no;1451;yes;no;unknown;30;may;1097;15;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
189;32.0;services;married;secondary;no;-34;yes;no;unknown;30;may;1236;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
190;50.0;unemployed;married;secondary;no;3674;yes;no;unknown;30;may;886;3;-1;0;unknown;yes;45-54;Generation X;desempleo;Secundaria;0
191;35.0;blue-collar;married;secondary;no;698;yes;yes;unknown;30;may;1343;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
192;36.0;technician;single;secondary;no;4136;yes;no;unknown;30;may;812;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
193;53.0;blue-collar;divorced;primary;no;2656;yes;no;unknown;30;may;1980;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
194;46.0;management;single;tertiary;no;2904;yes;no;unknown;30;may;984;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;1
195;26.0;management;single;tertiary;no;1004;yes;no;unknown;30;may;228;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
196;45.0;technician;single;secondary;no;410;yes;no;unknown;30;may;891;4;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
197;31.0;unemployed;divorced;primary;no;0;yes;no;unknown;30;may;745;12;-1;0;unknown;yes;18-34;Generation Z y Millenials;desempleo;Primaria;1
198;29.0;management;single;tertiary;no;0;yes;no;unknown;30;may;539;12;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
199;53.0;entrepreneur;single;secondary;no;62;yes;no;unknown;30;may;1044;5;-1;0;unknown;yes;45-54;Generation X;cuenta propia;Secundaria;0
200;27.0;blue-collar;married;primary;no;416;yes;no;unknown;30;may;1193;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Primaria;0
201;39.0;management;married;tertiary;no;2763;yes;no;unknown;2;jun;526;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
202;36.0;services;married;secondary;no;2984;yes;no;unknown;2;jun;394;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
203;41.0;blue-collar;married;primary;no;143;yes;yes;unknown;2;jun;659;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Primaria;0
204;36.0;services;married;primary;no;0;yes;no;unknown;2;jun;1036;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Primaria;0
205;32.0;technician;married;secondary;no;696;yes;no;unknown;2;jun;815;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
206;35.0;services;married;secondary;no;152;yes;no;unknown;2;jun;563;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
207;36.0;management;single;tertiary;no;-78;yes;no;unknown;2;jun;1068;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
208;35.0;management;married;tertiary;no;867;yes;no;unknown;2;jun;230;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
209;30.0;blue-collar;single;secondary;no;953;yes;no;unknown;2;jun;747;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
210;42.0;blue-collar;married;secondary;no;443;yes;no;unknown;2;jun;671;5;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
211;42.0;technician;single;secondary;yes;-1129;yes;no;unknown;2;jun;555;5;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
212;32.0;blue-collar;married;primary;no;415;yes;no;unknown;2;jun;777;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Primaria;0
213;29.0;blue-collar;single;secondary;no;260;yes;no;unknown;2;jun;707;14;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
214;44.0;management;divorced;tertiary;yes;-411;yes;no;unknown;2;jun;432;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
215;32.0;technician;single;secondary;no;1279;yes;no;unknown;3;jun;1173;3;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
216;31.0;unemployed;married;secondary;no;86;yes;yes;unknown;3;jun;963;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;desempleo;Secundaria;0
217;40.0;self-employed;married;secondary;yes;-754;yes;yes;unknown;3;jun;941;3;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Secundaria;0
218;43.0;entrepreneur;married;secondary;no;0;no;no;unknown;3;jun;1025;7;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Secundaria;0
219;27.0;management;single;secondary;no;178;yes;no;unknown;3;jun;732;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
220;37.0;services;single;secondary;no;278;yes;no;unknown;3;jun;1045;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
221;23.0;services;single;secondary;no;425;yes;no;unknown;3;jun;768;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
222;25.0;management;married;primary;no;168;yes;no;unknown;3;jun;801;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Primaria;0
223;26.0;blue-collar;single;secondary;yes;-36;yes;no;unknown;3;jun;482;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
224;47.0;blue-collar;divorced;primary;no;126;yes;no;unknown;3;jun;2456;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
225;35.0;administrative;married;secondary;no;-87;yes;no;unknown;3;jun;1363;7;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
226;32.0;technician;single;tertiary;no;6281;yes;no;unknown;3;jun;1336;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
227;45.0;management;divorced;secondary;no;644;yes;no;unknown;4;jun;633;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
228;30.0;administrative;divorced;secondary;no;377;yes;no;unknown;4;jun;524;15;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
229;29.0;services;single;secondary;no;-271;yes;no;unknown;4;jun;578;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
230;38.0;blue-collar;married;primary;no;5839;yes;no;unknown;4;jun;984;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Primaria;0
231;23.0;blue-collar;single;secondary;no;492;yes;no;unknown;4;jun;638;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
232;27.0;management;single;tertiary;no;99;yes;no;unknown;4;jun;767;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
233;27.0;management;single;tertiary;yes;-713;yes;no;unknown;4;jun;525;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
234;29.0;services;single;secondary;no;32;yes;no;unknown;4;jun;563;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
235;30.0;self-employed;married;tertiary;no;543;yes;yes;unknown;4;jun;1449;6;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta propia;Universitaria;1
236;36.0;blue-collar;married;primary;no;403;yes;no;unknown;4;jun;920;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Primaria;0
237;35.0;administrative;divorced;secondary;no;437;yes;no;unknown;4;jun;908;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
238;36.0;blue-collar;married;secondary;no;1772;no;no;unknown;5;jun;208;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
239;59.0;retired;divorced;primary;no;-88;yes;no;unknown;5;jun;910;2;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Primaria;2
240;47.0;entrepreneur;married;secondary;no;0;no;no;unknown;5;jun;1446;1;-1;0;unknown;yes;45-54;Generation X;cuenta propia;Secundaria;0
241;58.0;entrepreneur;married;tertiary;no;853;no;no;unknown;5;jun;1149;2;-1;0;unknown;yes;55-64;Baby Boomers;cuenta propia;Universitaria;2
242;37.0;management;single;tertiary;no;240;no;no;unknown;5;jun;1123;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
243;46.0;administrative;single;secondary;no;849;yes;no;unknown;5;jun;508;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
244;43.0;blue-collar;single;secondary;no;318;yes;no;unknown;5;jun;736;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
245;27.0;management;single;tertiary;no;703;yes;no;unknown;5;jun;590;3;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
246;38.0;services;divorced;secondary;no;61;no;no;unknown;5;jun;636;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
247;53.0;housemaid;married;primary;no;104;no;yes;unknown;5;jun;701;1;-1;0;unknown;yes;45-54;Generation X;otros inactivos;Primaria;0
248;47.0;blue-collar;married;secondary;no;1996;no;no;unknown;5;jun;761;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
249;56.0;housemaid;divorced;primary;yes;1238;no;no;unknown;5;jun;1558;1;-1;0;unknown;yes;55-64;Baby Boomers;otros inactivos;Primaria;2
250;41.0;housemaid;married;secondary;no;879;no;no;unknown;5;jun;1053;2;-1;0;unknown;yes;35-44;Generation X;otros inactivos;Secundaria;0
251;29.0;self-employed;married;secondary;no;425;yes;no;unknown;5;jun;562;15;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta propia;Secundaria;0
252;50.0;technician;married;secondary;no;416;yes;no;unknown;5;jun;494;5;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
253;45.0;blue-collar;divorced;primary;no;844;no;no;unknown;5;jun;1018;3;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
254;35.0;blue-collar;married;secondary;no;860;yes;no;unknown;5;jun;884;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
255;26.0;technician;single;secondary;no;639;yes;no;unknown;6;jun;709;5;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
256;26.0;administrative;married;secondary;no;710;yes;yes;unknown;6;jun;1276;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
257;37.0;blue-collar;married;secondary;no;1508;no;yes;unknown;6;jun;381;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
258;30.0;administrative;single;secondary;no;223;yes;no;unknown;6;jun;862;11;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
259;38.0;management;single;tertiary;no;619;yes;no;unknown;6;jun;460;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
260;37.0;services;divorced;secondary;no;319;yes;no;unknown;6;jun;467;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
261;53.0;technician;married;secondary;no;480;no;no;unknown;6;jun;648;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
262;29.0;blue-collar;single;primary;no;213;yes;no;unknown;6;jun;2653;3;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Primaria;1
263;35.0;management;single;tertiary;no;68;no;no;unknown;6;jun;1085;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
264;28.0;blue-collar;married;secondary;no;2788;yes;no;unknown;6;jun;369;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
265;55.0;blue-collar;married;primary;no;7561;no;no;unknown;6;jun;685;3;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Primaria;2
266;49.0;management;divorced;secondary;no;-46;yes;no;unknown;9;jun;1055;10;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
267;50.0;services;married;secondary;no;1595;no;no;unknown;9;jun;882;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
268;43.0;management;single;tertiary;no;1046;no;no;unknown;9;jun;901;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
269;58.0;self-employed;divorced;tertiary;no;1382;no;no;unknown;9;jun;700;1;-1;0;unknown;yes;55-64;Baby Boomers;cuenta propia;Universitaria;1
270;38.0;technician;married;primary;no;217;yes;no;unknown;9;jun;491;6;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Primaria;0
271;48.0;blue-collar;divorced;primary;no;183;no;no;unknown;9;jun;940;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
272;59.0;management;married;secondary;no;1321;no;no;unknown;9;jun;3881;3;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
273;58.0;blue-collar;married;secondary;no;25;no;no;unknown;9;jun;486;3;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
274;36.0;self-employed;single;tertiary;no;4844;no;no;unknown;9;jun;1137;3;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Universitaria;1
275;42.0;entrepreneur;married;tertiary;no;5345;no;no;unknown;11;jun;878;3;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Universitaria;0
276;41.0;administrative;single;secondary;no;812;yes;yes;unknown;11;jun;583;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
277;42.0;administrative;married;secondary;no;105;no;no;unknown;11;jun;1159;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
278;39.0;management;married;tertiary;no;-190;no;yes;unknown;11;jun;893;8;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
279;57.0;housemaid;married;primary;no;625;no;yes;unknown;11;jun;867;1;-1;0;unknown;yes;55-64;Baby Boomers;otros inactivos;Primaria;2
280;52.0;retired;married;secondary;no;293;no;no;unknown;11;jun;706;1;-1;0;unknown;yes;45-54;Generation X;jubilación;Secundaria;0
281;59.0;retired;married;secondary;no;1033;no;no;unknown;11;jun;1199;1;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Secundaria;2
282;56.0;blue-collar;married;secondary;no;1210;no;no;unknown;11;jun;935;1;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
283;49.0;management;married;tertiary;no;64;no;no;unknown;11;jun;586;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
284;35.0;blue-collar;divorced;secondary;no;164;no;no;unknown;11;jun;967;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
285;36.0;unemployed;married;secondary;no;1766;no;no;unknown;11;jun;595;2;-1;0;unknown;yes;35-44;Generation X;desempleo;Secundaria;0
286;40.0;administrative;single;tertiary;no;1248;no;no;unknown;11;jun;1290;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
287;55.0;blue-collar;married;secondary;no;0;no;no;unknown;12;jun;614;2;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
288;58.0;administrative;married;secondary;no;826;no;no;unknown;12;jun;885;1;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
289;39.0;self-employed;married;tertiary;no;2630;no;no;unknown;12;jun;651;5;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Universitaria;0
290;47.0;housemaid;single;tertiary;no;3727;no;no;unknown;12;jun;993;6;-1;0;unknown;yes;45-54;Generation X;otros inactivos;Universitaria;1
291;40.0;management;married;secondary;no;406;yes;no;unknown;12;jun;577;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
292;35.0;blue-collar;married;tertiary;no;2999;no;no;unknown;12;jun;1141;6;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
293;48.0;blue-collar;married;secondary;no;1000;yes;no;unknown;12;jun;1268;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
294;48.0;management;divorced;tertiary;no;503;no;yes;unknown;12;jun;1243;7;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
295;24.0;blue-collar;single;secondary;yes;-203;yes;no;unknown;12;jun;465;3;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
296;49.0;blue-collar;married;primary;no;361;yes;no;unknown;16;jun;513;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
297;36.0;blue-collar;married;secondary;no;274;yes;no;unknown;16;jun;686;11;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
298;52.0;retired;divorced;tertiary;no;3687;yes;yes;unknown;16;jun;741;4;-1;0;unknown;yes;45-54;Generation X;jubilación;Universitaria;0
299;42.0;entrepreneur;single;secondary;no;323;no;no;unknown;16;jun;617;1;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Secundaria;0
300;36.0;services;married;secondary;no;981;no;no;unknown;16;jun;1093;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
301;36.0;blue-collar;divorced;secondary;no;638;yes;no;unknown;16;jun;1395;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
302;48.0;unemployed;single;tertiary;no;3229;no;no;unknown;16;jun;1089;1;-1;0;unknown;yes;45-54;Generation X;desempleo;Universitaria;1
303;51.0;management;single;secondary;no;1610;yes;no;unknown;16;jun;1248;3;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
304;51.0;blue-collar;married;secondary;no;33;no;yes;unknown;16;jun;721;3;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
305;46.0;technician;married;secondary;no;536;yes;no;unknown;16;jun;750;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
306;37.0;management;married;tertiary;no;0;no;no;unknown;16;jun;637;6;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
307;36.0;entrepreneur;married;tertiary;no;3057;no;no;unknown;16;jun;2769;4;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Universitaria;0
308;47.0;management;married;secondary;no;2892;no;no;unknown;17;jun;556;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
309;40.0;technician;divorced;tertiary;no;0;no;no;unknown;17;jun;522;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
310;38.0;student;single;tertiary;no;3316;no;no;unknown;17;jun;1345;3;-1;0;unknown;yes;35-44;Generation X;otros inactivos;Universitaria;1
311;40.0;management;married;secondary;no;106;no;no;unknown;17;jun;676;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
312;39.0;blue-collar;married;primary;no;2303;yes;no;unknown;17;jun;775;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Primaria;0
313;60.0;management;married;tertiary;no;3301;no;no;unknown;17;jun;2621;3;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
314;39.0;self-employed;single;tertiary;no;426;no;no;unknown;18;jun;1029;1;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Universitaria;1
315;51.0;services;divorced;secondary;no;9;no;no;unknown;18;jun;371;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
316;27.0;administrative;married;secondary;no;-97;yes;no;unknown;18;jun;1528;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
317;41.0;management;single;tertiary;no;11008;no;no;unknown;18;jun;1540;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
318;42.0;blue-collar;single;primary;no;4930;no;no;unknown;18;jun;973;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Primaria;0
319;41.0;entrepreneur;married;secondary;no;707;no;no;unknown;18;jun;707;1;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Secundaria;0
320;33.0;technician;married;secondary;no;4;yes;yes;unknown;18;jun;625;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
321;46.0;administrative;married;secondary;no;126;no;no;unknown;18;jun;1255;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
322;31.0;blue-collar;married;secondary;no;671;yes;no;unknown;18;jun;704;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
